Assembly Accession	ANI Best ANI match ANI	ANI Best ANI match Assembly	ANI Best ANI match Assembly Coverage	ANI Best ANI match Type Category	ANI Best ANI match Organism	ANI Best ANI match Type Assembly Coverage	ANI Best match status	ANI Category	ANI Check status	ANI Comment	ANI Declared ANI match ANI	ANI Declared ANI match Assembly	ANI Declared ANI match Assembly Coverage	ANI Declared ANI match Type Category	ANI Declared ANI match Organism	ANI Declared ANI match Type Assembly Coverage	ANI Submitted organism	ANI Submitted species	Annotation BUSCO Complete 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Lineage 	Annotation BUSCO Missing 	Annotation BUSCO Single Copy 	Annotation BUSCO Total Count 	Annotation BUSCO Version 	Annotation Count Gene Non-coding	Annotation Count Gene Other	Annotation Count Gene Protein-coding	Annotation Count Gene Pseudogene	Annotation Count Gene Total	Annotation Method	Annotation Name	Annotation Pipeline	Annotation Provider	Annotation Release Date	Annotation Release Version	Annotation Report URL	Annotation Software Version	Annotation Status	Assembly Assembly Method	Assembly Atypical Is Atypical	Assembly Atypical Warnings	Assembly BioProject Accession	Assembly BioProject Lineage Accession	Assembly BioProject Lineage Parent Accession	Assembly BioProject Lineage Parent Accessions	Assembly BioProject Lineage Title	Assembly BioSample Accession	Assembly BioSample Age 	Assembly BioSample Attribute Name	Assembly BioSample Attribute Value	Assembly BioSample Biomaterial provider 	Assembly BioSample BioProject Accession	Assembly BioSample BioProject Parent Accession	Assembly BioSample BioProject Parent Accessions	Assembly BioSample BioProject Title	Assembly BioSample Breed 	Assembly BioSample Collected by 	Assembly BioSample Collection date 	Assembly BioSample Cultivar 	Assembly BioSample Description Comment	Assembly BioSample Description Organism Common Name	Assembly BioSample Description Organism Infraspecific Names Breed	Assembly BioSample Description Organism Infraspecific Names Cultivar	Assembly BioSample Description Organism Infraspecific Names Ecotype	Assembly BioSample Description Organism Infraspecific Names Isolate	Assembly BioSample Description Organism Infraspecific Names Sex	Assembly BioSample Description Organism Infraspecific Names Strain	Assembly BioSample Description Organism Name	Assembly BioSample Description Organism Pangolin Classification	Assembly BioSample Description Organism Taxonomic ID	Assembly BioSample Description Title	Assembly BioSample Development stage 	Assembly BioSample Ecotype 	Assembly BioSample Geographic location 	Assembly BioSample Host 	Assembly BioSample Host disease 	Assembly BioSample Identified by 	Assembly BioSample Sample Identifiers Database	Assembly BioSample Sample Identifiers Label	Assembly BioSample Sample Identifiers Value	Assembly BioSample IFSAC category 	Assembly BioSample Isolate 	Assembly BioSample Isolate name alias 	Assembly BioSample Isolation source 	Assembly BioSample Last updated	Assembly BioSample Latitude / Longitude 	Assembly BioSample Models	Assembly BioSample Owner Contact Lab	Assembly BioSample Owner Name	Assembly BioSample Package	Assembly BioSample Project name  	Assembly BioSample Publication date	Assembly BioSample Sample name 	Assembly BioSample Serotype 	Assembly BioSample Serovar 	Assembly BioSample Sex 	Assembly BioSample Source type 	Assembly BioSample Status Status	Assembly BioSample Status When	Assembly BioSample Strain 	Assembly BioSample Sub-species 	Assembly BioSample Submission date	Assembly BioSample Tissue 	Assembly Blast URL	Assembly Description	Assembly Grouping Method	Assembly Level	Assembly Linked Assembly Accession	Assembly Linked Assembly Type	Assembly LongName	Assembly Name	Assembly Notes 	Assembly Paired Assembly Accession	Assembly Paired Assembly Changed	Assembly Paired Assembly Manual Diff	Assembly Paired Assembly Name	Assembly Paired Assembly Only Genbank	Assembly Paired Assembly Only RefSeq	Assembly Paired Assembly Status	Assembly Refseq Category	Assembly Release Date	Assembly Sequencing Tech	Assembly Status	Assembly Submitter	Assembly Suppression Reason	Assembly Synonym	Assembly Type	Assembly Stats Contig L50	Assembly Stats Contig N50	Assembly Stats Gaps Between Scaffolds Count	Assembly Stats GC Count	Assembly Stats GC Percent	Assembly Stats Genome Coverage	Assembly Stats Number of Component Sequences	Assembly Stats Number of Contigs	Assembly Stats Number of Organelles	Assembly Stats Number of Scaffolds	Assembly Stats Scaffold L50	Assembly Stats Scaffold N50	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Total Ungapped Length	CheckM completeness	CheckM completeness percentile	CheckM contamination	CheckM marker set	CheckM marker set rank	CheckM species tax id	CheckM version	Current Accession	Organelle Assembly Name	Organelle BioProject Accessions	Organelle Description	Organelle Infraspecific Name	Organelle Submitter	Organelle Total Seq Length	Organism Common Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Organism Infraspecific Names Strain	Organism Name	Organism Pangolin Classification	Organism Taxonomic ID	Source Database	Type Material Display Text	Type Material Label	WGS contigs URL	WGS project accession	WGS URL
GCF_965196975.1	92.81	GCA_001647025.2	61.55	type	Endozoicomonas atrinae	55.62	genus_match	category_na	OK	na		no-type		no_type	na		Endozoicomonas sp.	Endozoicomonas sp.									111		5158	59	5328	Best-placed reference protein set; GeneMarkS-2+	GCF_965196975.1-RS_2025_03_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-03-13			6.9		various			PRJEB86297	PRJEB74348		PRJEB43743,PRJEB43745	Pseudorhiza aurosa	SAMEA117735997		contamination score	3.3							KYLIE PITT	2022-02-15										Endozoicomonas sp.		1892382	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c-asg-MAGScoT_cleanbin_000001			Australia	Pseudorhiza aurosa		KYLIE PITT	SRA		ERS23581603				Jellyfish: Pseudorhiza aurosa	2025-02-19T16:05:22.000		Generic		EBI	Generic.1.0	ASG	2025-02-19T00:00:00.000	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c					live	2025-02-21T08:20:29.897			2025-02-20T08:15:39.206	WHOLE ORGANISM				Complete Genome				jsPseHaec1.Endozoicomonas_sp_1.1	derived from metagenome	GCA_965196975.1						current		2025-03-13	PacBio	current	WELLCOME SANGER INSTITUTE			haploid	1	6039985		2860883	47.5	1	1	1		1	1	6039985	1	6039985	6039985	98.5	50	3.23	Oceanospirillales	order	1892382	v1.2.3	GCF_965196975.1											83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c			Endozoicomonas sp.		1892382	SOURCE_DATABASE_REFSEQ					
GCF_965196975.1	92.81	GCA_001647025.2	61.55	type	Endozoicomonas atrinae	55.62	genus_match	category_na	OK	na		no-type		no_type	na		Endozoicomonas sp.	Endozoicomonas sp.									111		5158	59	5328	Best-placed reference protein set; GeneMarkS-2+	GCF_965196975.1-RS_2025_03_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-03-13			6.9		various			PRJEB86297	PRJEB74348		PRJEB43743,PRJEB43745	Pseudorhiza aurosa	SAMEA117735997		depth	0							KYLIE PITT	2022-02-15										Endozoicomonas sp.		1892382	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c-asg-MAGScoT_cleanbin_000001			Australia	Pseudorhiza aurosa		KYLIE PITT	SRA		ERS23581603				Jellyfish: Pseudorhiza aurosa	2025-02-19T16:05:22.000		Generic		EBI	Generic.1.0	ASG	2025-02-19T00:00:00.000	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c					live	2025-02-21T08:20:29.897			2025-02-20T08:15:39.206	WHOLE ORGANISM				Complete Genome				jsPseHaec1.Endozoicomonas_sp_1.1	derived from metagenome	GCA_965196975.1						current		2025-03-13	PacBio	current	WELLCOME SANGER INSTITUTE			haploid	1	6039985		2860883	47.5	1	1	1		1	1	6039985	1	6039985	6039985	98.5	50	3.23	Oceanospirillales	order	1892382	v1.2.3	GCF_965196975.1											83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c			Endozoicomonas sp.		1892382	SOURCE_DATABASE_REFSEQ					
GCF_965196975.1	92.81	GCA_001647025.2	61.55	type	Endozoicomonas atrinae	55.62	genus_match	category_na	OK	na		no-type		no_type	na		Endozoicomonas sp.	Endozoicomonas sp.									111		5158	59	5328	Best-placed reference protein set; GeneMarkS-2+	GCF_965196975.1-RS_2025_03_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-03-13			6.9		various			PRJEB86297	PRJEB74348		PRJEB43743,PRJEB43745	Pseudorhiza aurosa	SAMEA117735997		env_medium	adult jellyfish tissue							KYLIE PITT	2022-02-15										Endozoicomonas sp.		1892382	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c-asg-MAGScoT_cleanbin_000001			Australia	Pseudorhiza aurosa		KYLIE PITT	SRA		ERS23581603				Jellyfish: Pseudorhiza aurosa	2025-02-19T16:05:22.000		Generic		EBI	Generic.1.0	ASG	2025-02-19T00:00:00.000	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c					live	2025-02-21T08:20:29.897			2025-02-20T08:15:39.206	WHOLE ORGANISM				Complete Genome				jsPseHaec1.Endozoicomonas_sp_1.1	derived from metagenome	GCA_965196975.1						current		2025-03-13	PacBio	current	WELLCOME SANGER INSTITUTE			haploid	1	6039985		2860883	47.5	1	1	1		1	1	6039985	1	6039985	6039985	98.5	50	3.23	Oceanospirillales	order	1892382	v1.2.3	GCF_965196975.1											83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c			Endozoicomonas sp.		1892382	SOURCE_DATABASE_REFSEQ					
GCF_965196975.1	92.81	GCA_001647025.2	61.55	type	Endozoicomonas atrinae	55.62	genus_match	category_na	OK	na		no-type		no_type	na		Endozoicomonas sp.	Endozoicomonas sp.									111		5158	59	5328	Best-placed reference protein set; GeneMarkS-2+	GCF_965196975.1-RS_2025_03_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-03-13			6.9		various			PRJEB86297	PRJEB74348		PRJEB43743,PRJEB43745	Pseudorhiza aurosa	SAMEA117735997		geo_loc_name	Australia							KYLIE PITT	2022-02-15										Endozoicomonas sp.		1892382	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c-asg-MAGScoT_cleanbin_000001			Australia	Pseudorhiza aurosa		KYLIE PITT	SRA		ERS23581603				Jellyfish: Pseudorhiza aurosa	2025-02-19T16:05:22.000		Generic		EBI	Generic.1.0	ASG	2025-02-19T00:00:00.000	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c					live	2025-02-21T08:20:29.897			2025-02-20T08:15:39.206	WHOLE ORGANISM				Complete Genome				jsPseHaec1.Endozoicomonas_sp_1.1	derived from metagenome	GCA_965196975.1						current		2025-03-13	PacBio	current	WELLCOME SANGER INSTITUTE			haploid	1	6039985		2860883	47.5	1	1	1		1	1	6039985	1	6039985	6039985	98.5	50	3.23	Oceanospirillales	order	1892382	v1.2.3	GCF_965196975.1											83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c			Endozoicomonas sp.		1892382	SOURCE_DATABASE_REFSEQ					
GCF_965196975.1	92.81	GCA_001647025.2	61.55	type	Endozoicomonas atrinae	55.62	genus_match	category_na	OK	na		no-type		no_type	na		Endozoicomonas sp.	Endozoicomonas sp.									111		5158	59	5328	Best-placed reference protein set; GeneMarkS-2+	GCF_965196975.1-RS_2025_03_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-03-13			6.9		various			PRJEB86297	PRJEB74348		PRJEB43743,PRJEB43745	Pseudorhiza aurosa	SAMEA117735997		geographic location (latitude)	-27.96							KYLIE PITT	2022-02-15										Endozoicomonas sp.		1892382	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c-asg-MAGScoT_cleanbin_000001			Australia	Pseudorhiza aurosa		KYLIE PITT	SRA		ERS23581603				Jellyfish: Pseudorhiza aurosa	2025-02-19T16:05:22.000		Generic		EBI	Generic.1.0	ASG	2025-02-19T00:00:00.000	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c					live	2025-02-21T08:20:29.897			2025-02-20T08:15:39.206	WHOLE ORGANISM				Complete Genome				jsPseHaec1.Endozoicomonas_sp_1.1	derived from metagenome	GCA_965196975.1						current		2025-03-13	PacBio	current	WELLCOME SANGER INSTITUTE			haploid	1	6039985		2860883	47.5	1	1	1		1	1	6039985	1	6039985	6039985	98.5	50	3.23	Oceanospirillales	order	1892382	v1.2.3	GCF_965196975.1											83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c			Endozoicomonas sp.		1892382	SOURCE_DATABASE_REFSEQ					
GCF_965196975.1	92.81	GCA_001647025.2	61.55	type	Endozoicomonas atrinae	55.62	genus_match	category_na	OK	na		no-type		no_type	na		Endozoicomonas sp.	Endozoicomonas sp.									111		5158	59	5328	Best-placed reference protein set; GeneMarkS-2+	GCF_965196975.1-RS_2025_03_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-03-13			6.9		various			PRJEB86297	PRJEB74348		PRJEB43743,PRJEB43745	Pseudorhiza aurosa	SAMEA117735997		geographic location (longitude)	153.42							KYLIE PITT	2022-02-15										Endozoicomonas sp.		1892382	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c-asg-MAGScoT_cleanbin_000001			Australia	Pseudorhiza aurosa		KYLIE PITT	SRA		ERS23581603				Jellyfish: Pseudorhiza aurosa	2025-02-19T16:05:22.000		Generic		EBI	Generic.1.0	ASG	2025-02-19T00:00:00.000	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c					live	2025-02-21T08:20:29.897			2025-02-20T08:15:39.206	WHOLE ORGANISM				Complete Genome				jsPseHaec1.Endozoicomonas_sp_1.1	derived from metagenome	GCA_965196975.1						current		2025-03-13	PacBio	current	WELLCOME SANGER INSTITUTE			haploid	1	6039985		2860883	47.5	1	1	1		1	1	6039985	1	6039985	6039985	98.5	50	3.23	Oceanospirillales	order	1892382	v1.2.3	GCF_965196975.1											83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c			Endozoicomonas sp.		1892382	SOURCE_DATABASE_REFSEQ					
GCF_965196975.1	92.81	GCA_001647025.2	61.55	type	Endozoicomonas atrinae	55.62	genus_match	category_na	OK	na		no-type		no_type	na		Endozoicomonas sp.	Endozoicomonas sp.									111		5158	59	5328	Best-placed reference protein set; GeneMarkS-2+	GCF_965196975.1-RS_2025_03_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-03-13			6.9		various			PRJEB86297	PRJEB74348		PRJEB43743,PRJEB43745	Pseudorhiza aurosa	SAMEA117735997		geographic location (region and locality)	Queensland | Griffith Sea Jellies Research Laboratory							KYLIE PITT	2022-02-15										Endozoicomonas sp.		1892382	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c-asg-MAGScoT_cleanbin_000001			Australia	Pseudorhiza aurosa		KYLIE PITT	SRA		ERS23581603				Jellyfish: Pseudorhiza aurosa	2025-02-19T16:05:22.000		Generic		EBI	Generic.1.0	ASG	2025-02-19T00:00:00.000	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c					live	2025-02-21T08:20:29.897			2025-02-20T08:15:39.206	WHOLE ORGANISM				Complete Genome				jsPseHaec1.Endozoicomonas_sp_1.1	derived from metagenome	GCA_965196975.1						current		2025-03-13	PacBio	current	WELLCOME SANGER INSTITUTE			haploid	1	6039985		2860883	47.5	1	1	1		1	1	6039985	1	6039985	6039985	98.5	50	3.23	Oceanospirillales	order	1892382	v1.2.3	GCF_965196975.1											83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c			Endozoicomonas sp.		1892382	SOURCE_DATABASE_REFSEQ					
GCF_965196975.1	92.81	GCA_001647025.2	61.55	type	Endozoicomonas atrinae	55.62	genus_match	category_na	OK	na		no-type		no_type	na		Endozoicomonas sp.	Endozoicomonas sp.									111		5158	59	5328	Best-placed reference protein set; GeneMarkS-2+	GCF_965196975.1-RS_2025_03_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-03-13			6.9		various			PRJEB86297	PRJEB74348		PRJEB43743,PRJEB43745	Pseudorhiza aurosa	SAMEA117735997		habitat	Aquarium							KYLIE PITT	2022-02-15										Endozoicomonas sp.		1892382	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c-asg-MAGScoT_cleanbin_000001			Australia	Pseudorhiza aurosa		KYLIE PITT	SRA		ERS23581603				Jellyfish: Pseudorhiza aurosa	2025-02-19T16:05:22.000		Generic		EBI	Generic.1.0	ASG	2025-02-19T00:00:00.000	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c					live	2025-02-21T08:20:29.897			2025-02-20T08:15:39.206	WHOLE ORGANISM				Complete Genome				jsPseHaec1.Endozoicomonas_sp_1.1	derived from metagenome	GCA_965196975.1						current		2025-03-13	PacBio	current	WELLCOME SANGER INSTITUTE			haploid	1	6039985		2860883	47.5	1	1	1		1	1	6039985	1	6039985	6039985	98.5	50	3.23	Oceanospirillales	order	1892382	v1.2.3	GCF_965196975.1											83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c			Endozoicomonas sp.		1892382	SOURCE_DATABASE_REFSEQ					
GCF_965196975.1	92.81	GCA_001647025.2	61.55	type	Endozoicomonas atrinae	55.62	genus_match	category_na	OK	na		no-type		no_type	na		Endozoicomonas sp.	Endozoicomonas sp.									111		5158	59	5328	Best-placed reference protein set; GeneMarkS-2+	GCF_965196975.1-RS_2025_03_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-03-13			6.9		various			PRJEB86297	PRJEB74348		PRJEB43743,PRJEB43745	Pseudorhiza aurosa	SAMEA117735997		host_life_stage	adult							KYLIE PITT	2022-02-15										Endozoicomonas sp.		1892382	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c-asg-MAGScoT_cleanbin_000001			Australia	Pseudorhiza aurosa		KYLIE PITT	SRA		ERS23581603				Jellyfish: Pseudorhiza aurosa	2025-02-19T16:05:22.000		Generic		EBI	Generic.1.0	ASG	2025-02-19T00:00:00.000	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c					live	2025-02-21T08:20:29.897			2025-02-20T08:15:39.206	WHOLE ORGANISM				Complete Genome				jsPseHaec1.Endozoicomonas_sp_1.1	derived from metagenome	GCA_965196975.1						current		2025-03-13	PacBio	current	WELLCOME SANGER INSTITUTE			haploid	1	6039985		2860883	47.5	1	1	1		1	1	6039985	1	6039985	6039985	98.5	50	3.23	Oceanospirillales	order	1892382	v1.2.3	GCF_965196975.1											83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c			Endozoicomonas sp.		1892382	SOURCE_DATABASE_REFSEQ					
GCF_965196975.1	92.81	GCA_001647025.2	61.55	type	Endozoicomonas atrinae	55.62	genus_match	category_na	OK	na		no-type		no_type	na		Endozoicomonas sp.	Endozoicomonas sp.									111		5158	59	5328	Best-placed reference protein set; GeneMarkS-2+	GCF_965196975.1-RS_2025_03_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-03-13			6.9		various			PRJEB86297	PRJEB74348		PRJEB43743,PRJEB43745	Pseudorhiza aurosa	SAMEA117735997		host	Pseudorhiza aurosa							KYLIE PITT	2022-02-15										Endozoicomonas sp.		1892382	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c-asg-MAGScoT_cleanbin_000001			Australia	Pseudorhiza aurosa		KYLIE PITT	SRA		ERS23581603				Jellyfish: Pseudorhiza aurosa	2025-02-19T16:05:22.000		Generic		EBI	Generic.1.0	ASG	2025-02-19T00:00:00.000	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c					live	2025-02-21T08:20:29.897			2025-02-20T08:15:39.206	WHOLE ORGANISM				Complete Genome				jsPseHaec1.Endozoicomonas_sp_1.1	derived from metagenome	GCA_965196975.1						current		2025-03-13	PacBio	current	WELLCOME SANGER INSTITUTE			haploid	1	6039985		2860883	47.5	1	1	1		1	1	6039985	1	6039985	6039985	98.5	50	3.23	Oceanospirillales	order	1892382	v1.2.3	GCF_965196975.1											83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c			Endozoicomonas sp.		1892382	SOURCE_DATABASE_REFSEQ					
GCF_965196975.1	92.81	GCA_001647025.2	61.55	type	Endozoicomonas atrinae	55.62	genus_match	category_na	OK	na		no-type		no_type	na		Endozoicomonas sp.	Endozoicomonas sp.									111		5158	59	5328	Best-placed reference protein set; GeneMarkS-2+	GCF_965196975.1-RS_2025_03_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-03-13			6.9		various			PRJEB86297	PRJEB74348		PRJEB43743,PRJEB43745	Pseudorhiza aurosa	SAMEA117735997		host_sex	not collected							KYLIE PITT	2022-02-15										Endozoicomonas sp.		1892382	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c-asg-MAGScoT_cleanbin_000001			Australia	Pseudorhiza aurosa		KYLIE PITT	SRA		ERS23581603				Jellyfish: Pseudorhiza aurosa	2025-02-19T16:05:22.000		Generic		EBI	Generic.1.0	ASG	2025-02-19T00:00:00.000	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c					live	2025-02-21T08:20:29.897			2025-02-20T08:15:39.206	WHOLE ORGANISM				Complete Genome				jsPseHaec1.Endozoicomonas_sp_1.1	derived from metagenome	GCA_965196975.1						current		2025-03-13	PacBio	current	WELLCOME SANGER INSTITUTE			haploid	1	6039985		2860883	47.5	1	1	1		1	1	6039985	1	6039985	6039985	98.5	50	3.23	Oceanospirillales	order	1892382	v1.2.3	GCF_965196975.1											83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c			Endozoicomonas sp.		1892382	SOURCE_DATABASE_REFSEQ					
GCF_965196975.1	92.81	GCA_001647025.2	61.55	type	Endozoicomonas atrinae	55.62	genus_match	category_na	OK	na		no-type		no_type	na		Endozoicomonas sp.	Endozoicomonas sp.									111		5158	59	5328	Best-placed reference protein set; GeneMarkS-2+	GCF_965196975.1-RS_2025_03_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-03-13			6.9		various			PRJEB86297	PRJEB74348		PRJEB43743,PRJEB43745	Pseudorhiza aurosa	SAMEA117735997		host_taxid	3286092							KYLIE PITT	2022-02-15										Endozoicomonas sp.		1892382	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c-asg-MAGScoT_cleanbin_000001			Australia	Pseudorhiza aurosa		KYLIE PITT	SRA		ERS23581603				Jellyfish: Pseudorhiza aurosa	2025-02-19T16:05:22.000		Generic		EBI	Generic.1.0	ASG	2025-02-19T00:00:00.000	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c					live	2025-02-21T08:20:29.897			2025-02-20T08:15:39.206	WHOLE ORGANISM				Complete Genome				jsPseHaec1.Endozoicomonas_sp_1.1	derived from metagenome	GCA_965196975.1						current		2025-03-13	PacBio	current	WELLCOME SANGER INSTITUTE			haploid	1	6039985		2860883	47.5	1	1	1		1	1	6039985	1	6039985	6039985	98.5	50	3.23	Oceanospirillales	order	1892382	v1.2.3	GCF_965196975.1											83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c			Endozoicomonas sp.		1892382	SOURCE_DATABASE_REFSEQ					
GCF_965196975.1	92.81	GCA_001647025.2	61.55	type	Endozoicomonas atrinae	55.62	genus_match	category_na	OK	na		no-type		no_type	na		Endozoicomonas sp.	Endozoicomonas sp.									111		5158	59	5328	Best-placed reference protein set; GeneMarkS-2+	GCF_965196975.1-RS_2025_03_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-03-13			6.9		various			PRJEB86297	PRJEB74348		PRJEB43743,PRJEB43745	Pseudorhiza aurosa	SAMEA117735997		identified_by	KYLIE PITT							KYLIE PITT	2022-02-15										Endozoicomonas sp.		1892382	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c-asg-MAGScoT_cleanbin_000001			Australia	Pseudorhiza aurosa		KYLIE PITT	SRA		ERS23581603				Jellyfish: Pseudorhiza aurosa	2025-02-19T16:05:22.000		Generic		EBI	Generic.1.0	ASG	2025-02-19T00:00:00.000	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c					live	2025-02-21T08:20:29.897			2025-02-20T08:15:39.206	WHOLE ORGANISM				Complete Genome				jsPseHaec1.Endozoicomonas_sp_1.1	derived from metagenome	GCA_965196975.1						current		2025-03-13	PacBio	current	WELLCOME SANGER INSTITUTE			haploid	1	6039985		2860883	47.5	1	1	1		1	1	6039985	1	6039985	6039985	98.5	50	3.23	Oceanospirillales	order	1892382	v1.2.3	GCF_965196975.1											83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c			Endozoicomonas sp.		1892382	SOURCE_DATABASE_REFSEQ					
GCF_965196975.1	92.81	GCA_001647025.2	61.55	type	Endozoicomonas atrinae	55.62	genus_match	category_na	OK	na		no-type		no_type	na		Endozoicomonas sp.	Endozoicomonas sp.									111		5158	59	5328	Best-placed reference protein set; GeneMarkS-2+	GCF_965196975.1-RS_2025_03_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-03-13			6.9		various			PRJEB86297	PRJEB74348		PRJEB43743,PRJEB43745	Pseudorhiza aurosa	SAMEA117735997		identifier_affiliation	GRIFFITH UNIVERSITY							KYLIE PITT	2022-02-15										Endozoicomonas sp.		1892382	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c-asg-MAGScoT_cleanbin_000001			Australia	Pseudorhiza aurosa		KYLIE PITT	SRA		ERS23581603				Jellyfish: Pseudorhiza aurosa	2025-02-19T16:05:22.000		Generic		EBI	Generic.1.0	ASG	2025-02-19T00:00:00.000	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c					live	2025-02-21T08:20:29.897			2025-02-20T08:15:39.206	WHOLE ORGANISM				Complete Genome				jsPseHaec1.Endozoicomonas_sp_1.1	derived from metagenome	GCA_965196975.1						current		2025-03-13	PacBio	current	WELLCOME SANGER INSTITUTE			haploid	1	6039985		2860883	47.5	1	1	1		1	1	6039985	1	6039985	6039985	98.5	50	3.23	Oceanospirillales	order	1892382	v1.2.3	GCF_965196975.1											83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c			Endozoicomonas sp.		1892382	SOURCE_DATABASE_REFSEQ					
GCF_965196975.1	92.81	GCA_001647025.2	61.55	type	Endozoicomonas atrinae	55.62	genus_match	category_na	OK	na		no-type		no_type	na		Endozoicomonas sp.	Endozoicomonas sp.									111		5158	59	5328	Best-placed reference protein set; GeneMarkS-2+	GCF_965196975.1-RS_2025_03_13	NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	NCBI RefSeq	2025-03-13			6.9		various			PRJEB86297	PRJEB74348		PRJEB43743,PRJEB43745	Pseudorhiza aurosa	SAMEA117735997		investigation_type	metagenome-assembled genome							KYLIE PITT	2022-02-15										Endozoicomonas sp.		1892382	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c-asg-MAGScoT_cleanbin_000001			Australia	Pseudorhiza aurosa		KYLIE PITT	SRA		ERS23581603				Jellyfish: Pseudorhiza aurosa	2025-02-19T16:05:22.000		Generic		EBI	Generic.1.0	ASG	2025-02-19T00:00:00.000	83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c					live	2025-02-21T08:20:29.897			2025-02-20T08:15:39.206	WHOLE ORGANISM				Complete Genome				jsPseHaec1.Endozoicomonas_sp_1.1	derived from metagenome	GCA_965196975.1						current		2025-03-13	PacBio	current	WELLCOME SANGER INSTITUTE			haploid	1	6039985		2860883	47.5	1	1	1		1	1	6039985	1	6039985	6039985	98.5	50	3.23	Oceanospirillales	order	1892382	v1.2.3	GCF_965196975.1											83fe6ec3-ea9b-4b46-8e1a-20fbcf80582c			Endozoicomonas sp.		1892382	SOURCE_DATABASE_REFSEQ					
